id,name,price,brand,specs,company,reviewID,score,link,num_of_qs,num_of_rev
131,vivo Y36 ,43999.0,No Brand,12  8GB +,Xiaomi,133,5.0,https://www.daraz.pk/products/30-8-gb-256-gb-16-mp-64-mp-2-mp-ai-5000-mah-i428559876-s2046485138.html?search=1,3,5
132,vivo Y36 ,172999.0,No Brand, 12GB RAM 256GB,Xiaomi,134,,https://www.daraz.pk/products/12-8-gb-18-gb-ips-100-mah-i432707379-s2068103885.html?search=1,10,1
133,Redmi 12C,64999.0,Vivo, 8GB RAM ,vivo,135,4.3,https://www.daraz.pk/products/13t-12gb-256gb-50mp-5000mah-i436690801-s2098339587.html?search=1,0,15
134,Redmi  A1,69999.0,Vivo, 8GB RAM ,vivo,136,5.0,https://www.daraz.pk/products/vivo-y36-8gb-ram-128gb-rom-50-2-mp-rear-camera-5000mah-battery-i426929362-s2026252148.html?search=1,5,5
135,Xiaomi  Redmi,27999.0,Redmi,4GB Ram 5000mAh Battery,Redmi,137,4.5,https://www.daraz.pk/products/vivo-y36-8gb-ram-256gb-rom-50-2-mp-rear-camera-5000mah-battery-i437888231-s2113531369.html?search=1,3,17
136,Tecno Camon 20,19990.0,Redmi,Plus  6.52 Inch,Redmi,138,4.7,https://www.daraz.pk/products/redmi-12c-4gb-ram-5000mah-battery-fingerprint-sensor-i424648944-s2011336202.html?search=1,0,16
137,Infinix  Note,38999.0,Redmi,12  4GB RAM,Xiaomi,139,5.0,https://www.daraz.pk/products/a1-4-2gb-32gb-i375939955-s1861306345.html?search=1,0,8
138,,47999.0,No Brand,20 8GB Ram 256GB,Tecno,140,5.0,https://www.daraz.pk/products/12-4gb-128gb-50-mp-5000mah-i434797635-s2087484552.html?search=1,3,8
139,itel S23 ,62989.0,No Brand,30 Pro 8GB Ram,Infinix,141,,https://www.daraz.pk/products/20-8gb-256gb-667-5000-mah-33w-i429069106-s2094159414.html?search=1,9,1
140,Tecno  Camon,,no brand,,-,142,,https://www.daraz.pk/products/30-8gb-256-gb-i433099468-s2101353493.html?search=1,6,1
141,Infinix  Note,33999.0,itel, 8GB+8GB Ram 256GB,itel,143,4.9,https://www.daraz.pk/products/7-hd-2gb-2gb-64gb-66-hd-5000-mah-i427598680-s2031585109.html?search=1,1,18
142,Itel S23 ,46500.0,No Brand,20  8GB ROM,Tecno,144,5.0,https://www.daraz.pk/products/s23-wace-8gb-8gb-8gb-wach-256-mah-i433348791-s2077723745.html?search=1,9,5
143,Samsung Galaxy A04,62999.0,No Brand,30 Pro  8GB,Infinix,145,5.0,https://www.daraz.pk/products/tecno-camon-20-8gb-rom-256gb-rom-64mp-triple-camera-5000mah-battery-fast-charging-pta-approved-1year-brand-warrenty-i428414881-s2046367833.html?search=1,9,1
144,Redmi  12,32500.0,No Brand, 8GB Ram ,Itel,146,,https://www.daraz.pk/products/30-wach-8gb-8gb-256gb-wach-5000mah-i434663051-s2087284478.html?search=1,8,1
145,Redmi 12C ,34499.0,Samsung,A04 4GB  64GB,Samsung,147,4.7,https://www.daraz.pk/products/s23-8-128-5000mah-i433716549-s2081356367.html?search=1,3,15
146,Infinix  Note,43950.0,Redmi, 6.79 Inch Display,Redmi,148,4.8,https://www.daraz.pk/products/samsung-galaxy-a04-4gb-64gb-official-pta-approved-official-warranty-i398449277-s1927450413.html?search=1,2,16
147,Tecno  Spark,28999.0,Redmi,4GB RAM 128GB ROM,Redmi,149,4.5,https://www.daraz.pk/products/redmi-12-679-inch-display-8gb-ram-128gb-rom-i428779197-s2045906124.html?search=1,8,24
148,Realme  Narzo,64999.0,No Brand,30 Pro  8GB,Infinix,150,5.0,https://www.daraz.pk/products/12c-4gb-128-50-mp-al-5000-mah-i425099135-s2013184805.html?search=1,3,5
149,itel P17 Pro,37999.0,Tecno,10 Pro  8GB,Tecno,151,4.7,https://www.daraz.pk/products/30-8gb-256gb-108mp-5000mah-i437993832-s2118719724.html?search=1,8,20
150,Infinix Note 30,30590.0,Realme,50A Prime  6.6,Realme,152,4.8,https://www.daraz.pk/products/10-8gb-128gb-50-mp-5000mah-i432744611-s2068302399.html?search=1,7,11
151,Xiaomi  Redmi,14500.0,No Brand,Pro 2GB RAM 32GB,itel,153,4.8,https://www.daraz.pk/products/realme-narzo-50a-prime-66-inch-display-4gb-ram-64gb-rom-i424261990-s2010226269.html?search=1,5,13
152,Xiaomi  Poco,46697.0,No Brand,30 8GB Ram 256GB,Infinix,154,5.0,https://www.daraz.pk/products/p17-2gb-32gb-fwvga-sc7731e-1-mah-i363555806-s1814617710.html?search=1,8,23
153,VGOTEL  New,54999.0,Redmi,Note 12  8GB,Xiaomi,155,4.5,https://www.daraz.pk/products/30-8gb-256gb-i433100478-s2101350773.html?search=1,8,15
154,A04E 3/32,110750.0,Xiaomi,X5 Pro  6.67,Xiaomi,156,5.0,https://www.daraz.pk/products/12-8gb-128gb-5000mah-i421094416-s1988401363.html?search=1,4,5
155,,22999.0,VGOTEL,22  4+3 GB,VGOTEL,157,4.8,https://www.daraz.pk/products/xiaomi-poco-x5-pro-667-inch-fhd-display-8gb-ram-256gb-rom-i433110695-s2073416622.html?search=1,6,16
156,Infinix  Note,27999.0,Samsung,GB,A04E,158,4.8,https://www.daraz.pk/products/22-4-3-gb-128gb-5000mah-i386865646-s1909346836.html?search=1,0,17
157,Xiaomi  Redmi,,no brand,,-,159,,https://www.daraz.pk/products/a04e-332-gb-i424968322-s2012724492.html?search=1,4,1
158,Samsung  A54,62900.0,No Brand,30 Pro  8GB,Infinix,160,,https://www.daraz.pk/products/x-pta-64gb-256gb-id-100-i438159695-s2119064119.html?search=1,6,1
159,Infinix  Hot,43699.0,No Brand,12  8GB RAM,Xiaomi,161,5.0,https://www.daraz.pk/products/infinix-note-30-pro-8gb-ram-256gb-rom-108mp-triple-camera-5000mah-battery-fast-charging-68w-pta-approved-1-year-brand-warranty-i429065827-s2046368581.html?search=1,6,10
160,Infinix  Note,134999.0,Samsung,5G  6.4 Inch,Samsung,162,5.0,https://www.daraz.pk/products/12-8gb-128gb-50-mp-5000mah-i436379657-s2095426645.html?search=1,7,6
161,Apple  iPhone,30999.0,Infinix,20i  6.6 Inch,Infinix,163,4.2,https://www.daraz.pk/products/samsung-a54-5g-64-inch-display-8gb-ram-i428866152-s2045902288.html?search=1,9,14
162,Sparx  neo,69999.0,Infinix,30 Pro  8GB,Infinix,164,5.0,https://www.daraz.pk/products/infinix-hot-20i-66-inch-display-4gb3gb-extended-ram-128gb-rom-i398311476-s2001134518.html?search=1,3,9
163,Infinix  Zero,649999.0,No Brand,15 Pro Max 5G,Apple,165,,https://www.daraz.pk/products/30-8gb-256gb-108mp-5000mah-i428906412-s2045841922.html?search=1,1,1
164,vivo y83,21299.0,No Brand,5 plus 3GB Ram,Sparx,166,4.5,https://www.daraz.pk/products/15-5g-pta-i435781778-s2091201800.html?search=1,3,19
165,Tecno  Spark,75000.0,No Brand,30 4G RAM 8,Infinix,167,,https://www.daraz.pk/products/sparx-neo-5-plus-3gb-ram-64gb-rom-5000mah-bettery-pta-approved-one-year-brand-warranty-i426609029-s2025388312.html?search=1,0,1
166,Tecno  Spark,15999.0,No Brand,4GB 64GB Dual Sim,vivo,168,,https://www.daraz.pk/products/30-4g-8-gb-256-gb-50-mp-2-mp-2-mp-2-mp-i438402434-s2122420391.html?search=1,5,1
167,Itel S23  ,30499.0,No Brand,10C  4GB +,Tecno,169,4.5,https://www.daraz.pk/products/64gb-4gb-y83-i438268078-s2122207738.html?search=1,7,25
168,Tecno  Spark,37999.0,No Brand,10 Pro RAM 8,Tecno,170,4.8,https://www.daraz.pk/products/4gb-4gb-10c-128gb-66-ips-90hz-5000-mah-18w-i423152535-s2045830936.html?search=1,3,26
169,Xiaomi  Poco,32999.0,No Brand, 8GB RAM 256GB,Itel,171,1.0,https://www.daraz.pk/products/10-8-gb-128-gb-32-mp-50-mp-i430742292-s2054564300.html?search=1,6,5
170,Tecno  Camon,39999.0,Tecno,10 Pro  8GB,Tecno,172,4.6,https://www.daraz.pk/products/8gb-s23-256gb-50-mp-5000mah-i433867236-s2081681216.html?search=1,7,16
171,Infinix  Note,110999.0,No Brand,X5 Pro 5G ,Xiaomi,173,5.0,https://www.daraz.pk/products/10-wach-8gb-128gb-wach-5000mah-i431094695-s2056254503.html?search=1,0,5
172,Redmi  Note,47999.0,Tecno,20  8GB RAM,Tecno,174,5.0,https://www.daraz.pk/products/x5-5g-wach-8gb-256gb-wach-5000mah-i432916376-s2070380365.html?search=1,5,8
173,INFINIX  NOTE,63899.0,Infinix,30 Pro  6.67,Infinix,175,5.0,https://www.daraz.pk/products/20-8gb-256gb-64mp-5000mah-i429667652-s2045908853.html?search=1,2,5
174,Xiaomi  Redmi,88999.0,Redmi,12 Pro  8GB,Redmi,176,4.8,https://www.daraz.pk/products/infinix-note-30-pro-667-inch-display-8gb-8gb-ram-256gb-rom-i428486750-s2045900698.html?search=1,2,13
175,Tecno  Spark,47499.0,Infinix,30  8GB+8GB =16GB,INFINIX,177,4.8,https://www.daraz.pk/products/12-8gb-256gb-5000mah-i429700273-s2077728217.html?search=1,5,15
176,Samsung  Galaxy,95000.0,Redmi,Note 12 Pro RAM,Xiaomi,178,5.0,https://www.daraz.pk/products/30-8gb-8gb-16gb-256gb-5000-mah-i428410536-s2037419674.html?search=1,7,26
177,Sparx  Neo,25999.0,Tecno,Go 2023  4GB,Tecno,179,4.7,https://www.daraz.pk/products/12-8-gb-256-gb-16-mp-5mp-08-mp-02-mp-li-po-108-mah-i429687998-s2046482069.html?search=1,0,13
178,Infinix  Note,139999.0,Samsung,A54 5G  8GB+8GB,Samsung,180,5.0,https://www.daraz.pk/products/2023-4gb-64gb-13-mp-5000mah-i432435083-s2081245640.html?search=1,2,5
179,Vivo Y17s  ,34999.0,No Brand,7 Ultra 128GB ROM,Sparx,181,,https://www.daraz.pk/products/5g-a54-8gb-8gb-256gb-5000mah-i433354188-s2077723658.html?search=1,5,1
180,Xiaomi 13T ,47980.0,No Brand,30 RAM 8 GB,Infinix,182,4.9,https://www.daraz.pk/products/7-128gb-8gb-5000mah-652-pta-i437983553-s2118069843.html?search=1,2,14
181,Redmi  A2,45999.0,No Brand, 6GB Ram 128GB,Vivo,183,,https://www.daraz.pk/products/30-8-gb-256-gb-16-mp-64-mp-2-mp-ai-5000-mah-i428562717-s2046479537.html?search=1,3,1
182,Xiaomi  Poco,169999.0,Redmi, 12GB Ram 256GB,Xiaomi,184,,https://www.daraz.pk/products/6gb-y17s-128gb-g85-656-ips-5000-mah-15-i434165099-s2094165661.html?search=1,4,1
183,Redmi  Note,22499.0,No Brand,Plus  3GB Ram,Redmi,185,5.0,https://www.daraz.pk/products/13t-12gb-1-000-gb-i433848108-s2081658073.html?search=1,9,1
184,Vgotel  New,109999.0,Redmi,X5 Pro 5G ,Xiaomi,186,,https://www.daraz.pk/products/a2-3gb-4gb-65-ips-5000-mah-i432726489-s2103298616.html?search=1,9,1
185,Infinix  Hot,61499.0,Redmi,12  8GB Ram,Redmi,187,4.4,https://www.daraz.pk/products/x5-5g-wach-8gb-256gb-wach-5000mah-i432534350-s2064853630.html?search=1,4,16
186,Redmi  Note,16999.0,VGOTEL,12  2GB RAM,Vgotel,188,,https://www.daraz.pk/products/12-8gb-8gb-256-mah-i433024509-s2071826009.html?search=1,5,1
187,Infinix  Hot,31999.0,Infinix,30 Play  4GB,Infinix,189,5.0,https://www.daraz.pk/products/12-2gb-64gb-652-5000mah-i425532202-s2015917650.html?search=1,3,21
188,HONOR  X6,51299.0,Redmi,12  6.67 Inch,Redmi,190,4.1,https://www.daraz.pk/products/30-4gb-64gb-16mp-6000mah-18-i432095802-s2064256391.html?search=1,6,15
189,Infinix  Smart,29899.0,Infinix,30 Play  6.82,Infinix,191,4.5,https://www.daraz.pk/products/redmi-note-12-667-inch-display-8gb-ram-128gb-rom-i422415065-s1998747925.html?search=1,1,17
190,Tecno  Camon,32499.0,Honor,Mobile Phone 6.5 Inch,HONOR,192,4.8,https://www.daraz.pk/products/infinix-hot-30-play-682-inch-display-4gb-ram-64gb-12gb-rom-i427479408-s2032892687.html?search=1,3,25
191,itel  S23,25999.0,No Brand,7  4GB +,Infinix,193,4.8,https://www.daraz.pk/products/honor-x6-mobile-phone-65-inch-dual-sim-pta-approved-50mp-triple-camera-5000mah-battery-4gb64gb-android-12-with-1-year-warranty-i422600292-s2000188622.html?search=1,6,25
192,Realme C33  ,46999.0,Tecno,20  8GB+8GB Ram,Tecno,194,5.0,https://www.daraz.pk/products/7-ace-4gb-3gb-64gb-66-hd-ace-5000-mah-10w-i420943912-s1987989151.html?search=1,7,16
193,INFINIX SMART 7,30999.0,itel,6.6″ HD+ Display ,itel,195,4.6,https://www.daraz.pk/products/tecno-camon-20-8gb8gb-ram-256gb-rom-5000mah-battery-in-display-fingerprint-i427916270-s2054994143.html?search=1,9,22
194,Infinix  Hot,30999.0,Realme, 4GB RAM 64GB,Realme,196,4.4,https://www.daraz.pk/products/itel-s23-66-hd-display-up-to-16128gb-storage-with-memory-fusion-color-changing-design-50-mp-ai-camera-i424775876-s2012509103.html?search=1,0,22
195,Realme C51 RAM,25399.0,No Brand,7 4GB RAM 64GB,INFINIX,197,5.0,https://www.daraz.pk/products/4gb-c33-64gb-50mp-5000mah-i432451761-s2064642431.html?search=1,0,18
196,Xiaomi 13T Pro,29980.0,No Brand,30 Play RAM 4,Infinix,198,4.7,https://www.daraz.pk/products/infinix-smart-7-4gb-ram-64gb-rom-6000mah-battery-4g-lte-66-display-one-year-brand-warranty-pta-approved-i422864285-s2002199437.html?search=1,8,25
197,samsang Note 8,34990.0,No Brand,RAM 4GB ROM 64GB,Realme,199,,https://www.daraz.pk/products/30-4-gb-64-gb-8-mp-16-mp-qvga-li-po-6000-mah-i427233504-s2030846651.html?search=1,5,1
198,Infinix smart,227999.0,Xiaomi,Pro (12GB512GB) PTA Approved,Xiaomi,200,5.0,https://www.daraz.pk/products/c51-4gb-64gb-5-mp-50-mp-008-mp-5000-mah-i438775341-s2124145857.html?search=1,5,1
